"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position"
514,"PL-0179","SAST","Medium",6,1285.9,4.41,58.31,"Intermediate","Large",50,37.5,58.31,51.2543545674131,49.7,"P3 - Medium","PASS WITH MONITORING",422
515,"PL-0295","SAST","Low",3,1291.12,3.85,17.59,"Junior","Medium",25,18.75,17.59,51.4624171934664,24.54,"P4 - Low","PASS",864
516,"PL-0009","SAST","High",7,1291.86,5.04,85.34,"Intermediate","Small",75,43.75,85.34,51.4919126615275,68.98,"P2 - High","WAIT / PRIORITIZE",180
517,"PL-0190","IaC","Medium",3,1293.6,3.74,48.12,"Intermediate","Medium",50,18.75,48.12,51.561266870212,43.44,"P3 - Medium","PASS WITH MONITORING",605
518,"PL-0019","Container","Medium",3,1295.5,3.94,52.59,"Intermediate","Small",50,18.75,52.59,51.6369984773961,44.56,"P3 - Medium","PASS WITH MONITORING",559
519,"PL-0021","IaC","High",7,1299.2,4.24,76.19,"Intermediate","Medium",75,43.75,76.19,51.7844758177021,66.73,"P2 - High","WAIT / PRIORITIZE",216
520,"PL-0177","SCA","Medium",6,1304.4,2.73,52.28,"Junior","Medium",50,37.5,52.28,51.9917412689429,48.27,"P3 - Medium","PASS WITH MONITORING",464
521,"PL-0115","DAST","Medium",4,1315.04,6.26,48.23,"Junior","Medium",50,25,48.23,52.415838269174,44.8,"P3 - Medium","PASS WITH MONITORING",550
522,"PL-0092","SAST","Low",1,1315.48,3.2,19.98,"Senior","Small",25,6.25,19.98,52.4333761150483,22.74,"P4 - Low","PASS",909
523,"PL-0185","SCA","Low",3,1315.74,1.6,24.26,"Junior","Small",25,18.75,24.26,52.4437393876103,26.31,"P4 - Low","PASS",827
524,"PL-0155","SAST","Critical",5,1315.86,3.85,100,"Intermediate","Medium",100,31.25,100,52.4485224364851,81.49,"P1 - Critical","BLOCK",90
525,"PL-0154","DAST","Medium",2,1317.05,5.69,41.95,"Junior","Medium",50,12.5,41.95,52.4959543378267,40.74,"P3 - Medium","PASS WITH MONITORING",663
526,"PL-0057","Container","Medium",1,1319.99,5.98,42.28,"Senior","Small",50,6.25,42.28,52.613139035259,39.58,"P4 - Low","PASS WITH MONITORING",688
527,"PL-0213","SAST","Medium",3,1320.94,4.4,40.94,"Intermediate","Large",50,18.75,40.94,52.6510048388511,41.75,"P3 - Medium","PASS WITH MONITORING",642
528,"PL-0232","SAST","Medium",4,1325.03,4.64,53.51,"Intermediate","Small",50,25,53.51,52.8140270880001,46.16,"P3 - Medium","PASS WITH MONITORING",512
529,"PL-0291","SAST","Medium",6,1325.78,4.74,55.78,"Junior","Small",50,37.5,55.78,52.8439211434675,49.23,"P3 - Medium","PASS WITH MONITORING",431
530,"PL-0186","SCA","Medium",1,1327.98,0.93,42.5,"Intermediate","Large",50,6.25,42.5,52.9316103728387,39.67,"P4 - Low","PASS WITH MONITORING",684
531,"PL-0013","Container","Low",4,1333.81,5.61,23,"Intermediate","Medium",25,25,23,53.1639868306721,27.32,"P4 - Low","PASS",810
532,"PL-0098","SAST","Medium",4,1334.76,4.73,47.28,"Intermediate","Medium",50,25,47.28,53.2018526342642,44.64,"P3 - Medium","PASS WITH MONITORING",554
533,"PL-0228","SAST","Medium",4,1338.19,2.96,47.17,"Intermediate","Small",50,25,47.17,53.3385681146018,44.63,"P3 - Medium","PASS WITH MONITORING",555
534,"PL-0297","SAST","Low",2,1339.24,3.24,43.59,"Junior","Small",25,12.5,43.59,53.3804197922562,29.99,"P4 - Low","PASS WITH MONITORING",768
535,"PL-0110","SAST","Medium",3,1344.51,2.89,34.01,"Intermediate","Small",50,18.75,34.01,53.5904753553407,40.11,"P3 - Medium","PASS",676
536,"PL-0027","DAST","Low",3,1349.98,6.23,25.7,"Intermediate","Small",25,18.75,25.7,53.8085026665497,26.81,"P4 - Low","PASS",817
537,"PL-0256","SCA","Medium",5,1351.74,3.51,58.11,"Senior","Small",50,31.25,58.11,53.8786540500466,48.67,"P3 - Medium","PASS WITH MONITORING",449
538,"PL-0065","SAST","Low",3,1352.31,4.78,18.92,"Junior","Medium",25,18.75,18.92,53.9013735322019,25.12,"P4 - Low","PASS",851
539,"PL-0078","IaC","Critical",9,1357.58,4.41,100,"Senior","Small",100,56.25,100,54.1114290952863,86.66,"P1 - Critical","BLOCK",45
540,"PL-0244","Container","Low",3,1358.82,5.77,21.83,"Senior","Large",25,18.75,21.83,54.1608539336591,25.87,"P4 - Low","PASS",833
541,"PL-0058","DAST","Low",4,1362.35,5.71,35.72,"Intermediate","Small",25,25,35.72,54.3015552880591,30.61,"P4 - Low","PASS",758
542,"PL-0245","SCA","Medium",2,1362.93,3.32,50.07,"Senior","Small",50,12.5,50.07,54.3246733576206,42.95,"P3 - Medium","PASS WITH MONITORING",612
543,"PL-0028","DAST","High",12,1364.35,6.26,94.97,"Junior","Large",75,75,94.97,54.3812727693056,77.93,"P2 - High","WAIT / PRIORITIZE",108
544,"PL-0288","SAST","High",8,1364.68,3.65,79.21,"Intermediate","Small",75,50,79.21,54.3944261537113,68.99,"P2 - High","WAIT / PRIORITIZE",179
545,"PL-0158","SAST","Medium",4,1367.01,3.7,54.81,"Junior","Small",50,25,54.81,54.4872970193634,46.65,"P3 - Medium","PASS WITH MONITORING",495
546,"PL-0165","Container","Low",2,1369.08,5.39,23.91,"Senior","Small",25,12.5,23.91,54.5698046124535,25.18,"P4 - Low","PASS",849
547,"PL-0245","IaC","Medium",7,1373.5,5.13,63.02,"Junior","Small",50,43.75,63.02,54.7459802460081,52.48,"P3 - Medium","PASS WITH MONITORING",377
548,"PL-0152","Container","Medium",1,1379.86,4.31,53.61,"Intermediate","Small",50,6.25,53.61,54.9994818363719,42.65,"P3 - Medium","PASS WITH MONITORING",619
549,"PL-0172","SCA","Medium",5,1384.71,3.09,45.14,"Junior","Small",50,31.25,45.14,55.1927967283946,45.55,"P3 - Medium","PASS WITH MONITORING",533
550,"PL-0034","IaC","Medium",4,1384.72,3.37,57.47,"Intermediate","Small",50,25,57.47,55.1931953158008,47.39,"P3 - Medium","PASS WITH MONITORING",480
551,"PL-0125","IaC","High",8,1385.72,5.22,84.72,"Intermediate","Medium",75,50,84.72,55.233054056424,70.45,"P2 - High","WAIT / PRIORITIZE",149
552,"PL-0284","Container","Medium",1,1387.75,5.47,40.96,"Intermediate","Medium",50,6.25,40.96,55.3139672998892,39.52,"P4 - Low","PASS WITH MONITORING",690
553,"PL-0018","SAST","Medium",5,1390.35,3.83,53.74,"Intermediate","Large",50,31.25,53.74,55.4176000255096,47.73,"P3 - Medium","PASS WITH MONITORING",474
554,"PL-0150","SCA","Critical",5,1390.89,3.32,93.42,"Intermediate","Medium",100,31.25,93.42,55.4391237454461,80.15,"P1 - Critical","BLOCK",99
555,"PL-0154","SCA","Medium",3,1395.11,4.06,55.77,"Intermediate","Medium",50,18.75,55.77,55.6073276308762,45.75,"P3 - Medium","PASS WITH MONITORING",524
556,"PL-0049","IaC","Medium",3,1395.74,3.96,63.2,"Junior","Medium",50,18.75,63.2,55.6324386374688,47.61,"P3 - Medium","PASS WITH MONITORING",475
557,"PL-0212","SCA","Low",2,1397.13,4.6,28.26,"Intermediate","Medium",25,12.5,28.26,55.6878422869351,26.38,"P4 - Low","PASS",824
558,"PL-0030","SAST","High",4,1397.26,3.71,67.23,"Junior","Large",75,25,67.23,55.6930239232161,61.13,"P2 - High","PASS WITH MONITORING",310
559,"PL-0072","DAST","Medium",3,1400.37,5.75,41.87,"Junior","Small",50,18.75,41.87,55.8169846065544,42.3,"P3 - Medium","PASS WITH MONITORING",627
560,"PL-0058","SAST","Critical",11,1401.74,4.76,100,"Intermediate","Medium",100,68.75,100,55.8715910812082,89.34,"P1 - Critical","BLOCK",22
561,"PL-0166","SCA","Medium",5,1402.04,3.35,56.45,"Junior","Large",50,31.25,56.45,55.8835487033952,48.45,"P3 - Medium","PASS WITH MONITORING",458
562,"PL-0099","SCA","Low",2,1404.14,4.46,19.23,"Senior","Medium",25,12.5,19.23,55.967252058704,24.15,"P4 - Low","PASS",874
563,"PL-0175","Container","Medium",2,1407.9,4.9,51.5,"Junior","Large",50,12.5,51.5,56.1171209234473,43.49,"P3 - Medium","PASS WITH MONITORING",598
564,"PL-0004","SCA","High",4,1408.56,2.09,69.74,"Senior","Small",75,25,69.74,56.1434276922586,61.8,"P2 - High","PASS WITH MONITORING",299
565,"PL-0041","SAST","Medium",7,1408.77,3.65,47.36,"Junior","Medium",50,43.75,47.36,56.1517980277895,48.71,"P3 - Medium","PASS WITH MONITORING",447
566,"PL-0198","DAST","Low",1,1409.89,6.92,14.45,"Intermediate","Medium",25,6.25,14.45,56.1964398172875,21.73,"P4 - Low","PASS",930
567,"PL-0276","SCA","Low",4,1410.44,2.78,34.26,"Junior","Medium",25,25,34.26,56.2183621246303,30.44,"P4 - Low","PASS",760
568,"PL-0137","Container","Critical",6,1410.57,4.92,100,"Intermediate","Medium",100,37.5,100,56.2235437609113,83.12,"P1 - Critical","BLOCK",71
569,"PL-0092","SCA","Medium",7,1410.8,4.27,35.91,"Senior","Small",50,43.75,35.91,56.2327112712547,45.85,"P3 - Medium","PASS",521
570,"PL-0152","SCA","High",6,1415.16,3.29,78.24,"Junior","Small",75,37.5,78.24,56.406495380372,66.45,"P2 - High","WAIT / PRIORITIZE",221
571,"PL-0150","Container","High",7,1416.17,7.08,85.72,"Intermediate","Medium",75,43.75,85.72,56.4467527084014,69.57,"P2 - High","WAIT / PRIORITIZE",165
572,"PL-0267","SAST","Medium",5,1416.61,4.09,48.06,"Senior","Small",50,31.25,48.06,56.4642905542756,46.41,"P3 - Medium","PASS WITH MONITORING",502
573,"PL-0210","SAST","Medium",3,1418.41,4.9,45.45,"Junior","Small",50,18.75,45.45,56.5360362873975,43.27,"P3 - Medium","PASS WITH MONITORING",608
574,"PL-0147","DAST","Critical",7,1419.06,6.43,90.32,"Junior","Medium",100,43.75,90.32,56.5619444688026,81.99,"P1 - Critical","BLOCK",85
575,"PL-0296","SAST","Critical",7,1419.31,3.55,100,"Senior","Medium",100,43.75,100,56.5719091539584,84.41,"P1 - Critical","BLOCK",64
576,"PL-0242","DAST","Critical",7,1421.32,6.89,100,"Junior","Large",100,43.75,100,56.6520252226111,84.42,"P1 - Critical","BLOCK",62
577,"PL-0225","Container","Low",1,1425,3.37,21.45,"Junior","Medium",25,6.25,21.45,56.7987053881046,23.54,"P4 - Low","PASS",886
578,"PL-0166","SAST","Medium",5,1425.57,3.98,57.79,"Junior","Large",50,31.25,57.79,56.8214248702598,48.88,"P3 - Medium","PASS WITH MONITORING",443
579,"PL-0034","Container","Medium",2,1426.22,3.14,44.57,"Intermediate","Medium",50,12.5,44.57,56.8473330516649,41.83,"P3 - Medium","PASS WITH MONITORING",638
580,"PL-0238","DAST","Low",1,1433.68,6.2,26.93,"Junior","Small",25,6.25,26.93,57.1446792567142,24.95,"P4 - Low","PASS",858
581,"PL-0229","SAST","Low",1,1435.56,4.97,11.07,"Intermediate","Medium",25,6.25,11.07,57.2196136890859,20.99,"P4 - Low","PASS",947
582,"PL-0001","Container","High",5,1436.27,5.52,85.04,"Junior","Medium",75,31.25,85.04,57.2479133949284,66.98,"P2 - High","WAIT / PRIORITIZE",211
583,"PL-0057","SAST","Medium",7,1440.54,4.9,48.04,"Senior","Medium",50,43.75,48.04,57.4181102173896,49,"P3 - Medium","PASS WITH MONITORING",437
584,"PL-0196","DAST","Low",2,1444.53,5.85,22.4,"Senior","Small",25,12.5,22.4,57.5771465924763,25.11,"P4 - Low","PASS",852
585,"PL-0071","SCA","Medium",3,1450.83,4.42,49.51,"Junior","Small",50,18.75,49.51,57.8282566584026,44.41,"P3 - Medium","PASS WITH MONITORING",564
586,"PL-0142","Container","Low",1,1454.35,3.73,27.12,"Intermediate","Medium",25,6.25,27.12,57.9685594253964,25.08,"P4 - Low","PASS",853
587,"PL-0010","SCA","Low",3,1455.15,1.29,28.33,"Senior","Small",25,18.75,28.33,58.000446417895,27.88,"P4 - Low","PASS",798
588,"PL-0069","SAST","High",4,1455.62,4.45,84.42,"Intermediate","Small",75,25,84.42,58.0191800259879,65.66,"P2 - High","WAIT / PRIORITIZE",241
589,"PL-0166","DAST","High",2,1456.16,6.51,77.39,"Intermediate","Small",75,12.5,77.39,58.0407037459244,61.4,"P2 - High","WAIT / PRIORITIZE",306
590,"PL-0133","DAST","Low",1,1458.03,4.63,18.58,"Junior","Small",25,6.25,18.58,58.1152395908899,22.96,"P4 - Low","PASS",903
591,"PL-0277","Container","Medium",7,1466.16,5.94,53.82,"Intermediate","Small",50,43.75,53.82,58.4392911521568,50.55,"P3 - Medium","PASS WITH MONITORING",399
592,"PL-0063","SAST","Medium",2,1471.23,3.84,47.93,"Senior","Medium",50,12.5,47.93,58.6413749671165,42.85,"P3 - Medium","PASS WITH MONITORING",615
593,"PL-0242","IaC","Low",1,1473.32,2.5,24.51,"Senior","Small",25,6.25,24.51,58.7246797350191,24.5,"P4 - Low","PASS",866
594,"PL-0035","DAST","Medium",4,1473.53,5.96,47.39,"Junior","Medium",50,25,47.39,58.73305007055,45.22,"P3 - Medium","PASS WITH MONITORING",542
595,"PL-0259","Container","Medium",8,1479.61,5.37,54.28,"Intermediate","Small",50,50,54.28,58.9753912135392,51.97,"P3 - Medium","PASS WITH MONITORING",382
596,"PL-0201","IaC","Low",1,1481.69,3.15,15.76,"Junior","Small",25,6.25,15.76,59.0582973940355,22.35,"P4 - Low","PASS",920
597,"PL-0091","IaC","Medium",1,1482.25,3.43,35.75,"Senior","Small",50,6.25,35.75,59.0806182887845,38.6,"P4 - Low","PASS",709
598,"PL-0285","SAST","High",7,1483.41,4.07,91.89,"Intermediate","Medium",75,43.75,91.89,59.1268544279075,71.39,"P2 - High","WAIT / PRIORITIZE",137
599,"PL-0219","SAST","Low",1,1483.55,3.92,25.86,"Intermediate","Small",25,6.25,25.86,59.1324346515947,24.88,"P4 - Low","PASS",859
600,"PL-0298","IaC","High",5,1484.36,4.5,75.74,"Senior","Large",75,31.25,75.74,59.1647202314996,64.85,"P2 - High","WAIT / PRIORITIZE",253
601,"PL-0017","SAST","Medium",3,1484.9,4.37,53.41,"Intermediate","Small",50,18.75,53.41,59.1862439514361,45.52,"P3 - Medium","PASS WITH MONITORING",535
602,"PL-0020","IaC","Medium",6,1488.43,4.31,63.03,"Intermediate","Medium",50,37.5,63.03,59.3269453058361,51.69,"P3 - Medium","PASS WITH MONITORING",386
603,"PL-0076","SAST","Medium",2,1490.05,4.87,39.97,"Intermediate","Medium",50,12.5,39.97,59.3915164656457,40.93,"P3 - Medium","PASS",660
604,"PL-0088","SCA","Medium",5,1490.13,2.38,58.65,"Intermediate","Large",50,31.25,58.65,59.3947051648956,49.35,"P3 - Medium","PASS WITH MONITORING",427
605,"PL-0158","SAST","Medium",7,1490.67,4.86,47,"Junior","Medium",50,43.75,47,59.4162288848322,48.94,"P3 - Medium","PASS WITH MONITORING",441
606,"PL-0214","SCA","High",5,1490.92,4.76,81.09,"Senior","Medium",75,31.25,81.09,59.426193569988,66.22,"P2 - High","WAIT / PRIORITIZE",229
607,"PL-0179","Container","High",7,1492.56,5.8,82.63,"Intermediate","Small",75,43.75,82.63,59.4915619046101,69.11,"P2 - High","WAIT / PRIORITIZE",177
608,"PL-0112","SAST","Medium",3,1493.22,3.57,49.24,"Senior","Large",50,18.75,49.24,59.5178686734214,44.51,"P3 - Medium","PASS WITH MONITORING",561
609,"PL-0161","SAST","Low",2,1495.36,3.62,13.55,"Senior","Medium",25,12.5,13.55,59.6031663783551,23.1,"P4 - Low","PASS",899
610,"PL-0106","SCA","High",7,1497.99,3.07,78.25,"Intermediate","Medium",75,43.75,78.25,59.7079948661942,68.03,"P2 - High","WAIT / PRIORITIZE",194
611,"PL-0135","DAST","Low",1,1498.05,4.43,24.75,"Intermediate","Medium",25,6.25,24.75,59.7103863906316,24.66,"P4 - Low","PASS",861
612,"PL-0025","DAST","High",8,1498.64,5.79,96.17,"Intermediate","Medium",75,50,96.17,59.7339030475993,73.77,"P2 - High","WAIT / PRIORITIZE",122
613,"PL-0024","Container","High",6,1499.22,7.09,70.97,"Intermediate","Small",75,37.5,70.97,59.7570211171608,64.97,"P2 - High","WAIT / PRIORITIZE",250
614,"PL-0255","SAST","High",7,1501.14,5.72,68.78,"Senior","Small",75,43.75,68.78,59.8335498991574,65.68,"P2 - High","PASS WITH MONITORING",239
615,"PL-0292","Container","Medium",4,1501.43,5.51,43.37,"Junior","Small",50,25,43.37,59.8451089339381,44.33,"P3 - Medium","PASS WITH MONITORING",566
616,"PL-0264","SCA","Low",2,1501.75,1.08,20.5,"Senior","Medium",25,12.5,20.5,59.8578637309376,24.86,"P4 - Low","PASS",860
617,"PL-0206","Container","Medium",5,1505.25,4.48,48.12,"Senior","Medium",50,31.25,48.12,59.9973693231189,46.78,"P3 - Medium","PASS WITH MONITORING",490
618,"PL-0145","SCA","High",2,1505.26,1.56,62.98,"Senior","Large",75,12.5,62.98,59.9977679105251,57.99,"P3 - Medium","PASS WITH MONITORING",337
619,"PL-0186","IaC","Low",3,1510.89,1.92,10.76,"Junior","Large",25,18.75,10.76,60.2221726202339,23.71,"P4 - Low","PASS",885
620,"PL-0241","SCA","Medium",4,1512.28,3.39,63.26,"Intermediate","Medium",50,25,63.26,60.2775762697002,49.34,"P3 - Medium","PASS WITH MONITORING",428
621,"PL-0145","Container","Low",2,1515.93,4.12,22.75,"Senior","Small",25,12.5,22.75,60.423060672975,25.48,"P4 - Low","PASS",844
622,"PL-0080","Container","Medium",1,1518.35,3.06,41.22,"Intermediate","Small",50,6.25,41.22,60.5195188252832,40.11,"P3 - Medium","PASS WITH MONITORING",677
623,"PL-0180","Container","Low",3,1528.16,5.43,20.05,"Senior","Medium",25,18.75,20.05,60.9105330707971,26.1,"P4 - Low","PASS",831
624,"PL-0025","IaC","Low",2,1530.63,3.9,36.1,"Senior","Small",25,12.5,36.1,61.0089841601365,28.88,"P4 - Low","PASS",782
625,"PL-0195","SAST","Medium",7,1530.93,3.84,64.58,"Senior","Medium",50,43.75,64.58,61.0209417823234,53.5,"P3 - Medium","PASS WITH MONITORING",362
626,"PL-0142","SCA","Low",1,1531.2,4.44,16.44,"Junior","Medium",25,6.25,16.44,61.0317036422917,22.71,"P4 - Low","PASS",911
627,"PL-0056","DAST","Low",3,1532.47,5.87,34.85,"Intermediate","Medium",25,18.75,34.85,61.0823242428832,29.82,"P4 - Low","PASS",772
628,"PL-0172","SAST","Critical",8,1540.96,4.38,100,"Senior","Small",100,50,100,61.4207249507744,86.14,"P1 - Critical","BLOCK",51
629,"PL-0183","SCA","Low",4,1544.87,3.23,29.1,"Junior","Large",25,25,29.1,61.5765726266113,29.68,"P4 - Low","PASS",773
630,"PL-0238","DAST","Medium",2,1548.56,5.52,49.84,"Intermediate","Large",50,12.5,49.84,61.723651379511,43.63,"P3 - Medium","PASS WITH MONITORING",595
631,"PL-0067","SAST","High",8,1549.61,4.7,63.96,"Intermediate","Medium",75,50,63.96,61.7655030571654,65.92,"P2 - High","PASS WITH MONITORING",235
632,"PL-0164","Container","Medium",4,1551.32,3.96,50.74,"Senior","Medium",50,25,50.74,61.8336615036311,46.37,"P3 - Medium","PASS WITH MONITORING",503
633,"PL-0291","Container","High",8,1553.18,6.04,73.41,"Intermediate","Small",75,50,73.41,61.9077987611903,68.29,"P2 - High","WAIT / PRIORITIZE",189
634,"PL-0039","Container","Low",4,1554.65,5.47,22.28,"Intermediate","Medium",25,25,22.28,61.9663911099065,28.02,"P4 - Low","PASS",796
635,"PL-0188","Container","Medium",3,1555.17,6.66,53.38,"Junior","Small",50,18.75,53.38,61.9871176550306,45.79,"P3 - Medium","PASS WITH MONITORING",523
636,"PL-0248","DAST","Critical",14,1559,6.81,98.72,"Intermediate","Small",100,87.5,98.72,62.1397766316176,93.39,"P1 - Critical","BLOCK",8
637,"PL-0293","DAST","Critical",9,1559.14,7.21,100,"Junior","Medium",100,56.25,100,62.1453568553048,87.46,"P1 - Critical","BLOCK",39
638,"PL-0285","SAST","Low",1,1561.92,3.64,14.69,"Junior","Large",25,6.25,14.69,62.2561641542374,22.4,"P4 - Low","PASS",918
639,"PL-0300","DAST","High",7,1565.04,6.29,71.77,"Senior","Small",75,43.75,71.77,62.3805234249819,66.68,"P2 - High","WAIT / PRIORITIZE",217
640,"PL-0300","DAST","Medium",1,1566.28,6.01,42.83,"Intermediate","Small",50,6.25,42.83,62.4299482633547,40.7,"P3 - Medium","PASS WITH MONITORING",664
641,"PL-0012","DAST","Low",1,1567.58,6.96,30.53,"Intermediate","Medium",25,6.25,30.53,62.4817646261649,26.38,"P4 - Low","PASS",825
642,"PL-0111","Container","Medium",1,1572.32,3.89,52.09,"Junior","Medium",50,6.25,52.09,62.670695056719,43.04,"P3 - Medium","PASS WITH MONITORING",611
643,"PL-0137","IaC","Low",5,1572.63,4.57,17.83,"Intermediate","Small",25,31.25,17.83,62.6830512663122,28.23,"P4 - Low","PASS",790
644,"PL-0088","DAST","Critical",5,1576.08,5.94,100,"Intermediate","Small",100,31.25,100,62.8205639214623,82.53,"P1 - Critical","BLOCK",76
645,"PL-0195","IaC","High",5,1576.49,2.91,70.26,"Intermediate","Small",75,31.25,70.26,62.8369060051179,63.85,"P2 - High","WAIT / PRIORITIZE",272
646,"PL-0131","SAST","Critical",14,1577.86,5.29,100,"Junior","Medium",100,87.5,100,62.8915124797717,93.79,"P1 - Critical","BLOCK",6
647,"PL-0154","Container","Medium",1,1582.85,4.46,46.99,"Senior","Medium",50,6.25,46.99,63.0904075954816,41.81,"P3 - Medium","PASS WITH MONITORING",639
648,"PL-0256","SAST","High",8,1586.56,4.09,84.18,"Intermediate","Medium",75,50,84.18,63.2382835231938,71.12,"P2 - High","WAIT / PRIORITIZE",141
649,"PL-0237","SCA","Medium",5,1587.33,3.97,52.76,"Junior","Medium",50,31.25,52.76,63.2689747534737,48.27,"P3 - Medium","PASS WITH MONITORING",465
650,"PL-0224","SCA","Critical",8,1588.16,4.61,100,"Intermediate","Small",100,50,100,63.302057508191,86.33,"P1 - Critical","BLOCK",48
651,"PL-0079","SAST","Medium",6,1590.58,4.29,55.06,"Senior","Large",50,37.5,55.06,63.3985156604992,50.1,"P3 - Medium","PASS WITH MONITORING",415
652,"PL-0091","SAST","High",8,1592.24,5.33,86.99,"Junior","Medium",75,50,86.99,63.4646811699338,71.84,"P2 - High","WAIT / PRIORITIZE",133
653,"PL-0045","DAST","Low",2,1599.04,7.3,24.43,"Junior","Small",25,12.5,24.43,63.7357206061717,26.23,"P4 - Low","PASS",830
654,"PL-0147","IaC","Medium",9,1599.93,4.9,67.5,"Senior","Small",50,56.25,67.5,63.7711948853264,57,"P3 - Medium","PASS WITH MONITORING",342
655,"PL-0066","SAST","High",6,1600.93,4.78,78.58,"Junior","Medium",75,37.5,78.58,63.8110536259496,67.28,"P2 - High","WAIT / PRIORITIZE",203
656,"PL-0165","SCA","High",7,1602.92,4.15,74.52,"Intermediate","Small",75,43.75,74.52,63.8903725197899,67.52,"P2 - High","WAIT / PRIORITIZE",201
657,"PL-0105","SCA","High",9,1603.75,4.08,80.69,"Junior","Large",75,56.25,80.69,63.9234552745071,71.56,"P2 - High","WAIT / PRIORITIZE",135
658,"PL-0253","SCA","High",11,1605.79,4.57,85.53,"Intermediate","Medium",75,68.75,85.53,64.0047671053785,75.28,"P2 - High","WAIT / PRIORITIZE",117
659,"PL-0178","DAST","Medium",4,1609.62,5.78,41.15,"Junior","Medium",50,25,41.15,64.1574260819655,44.2,"P3 - Medium","PASS WITH MONITORING",575
660,"PL-0033","DAST","Medium",2,1610.48,4.75,36.8,"Senior","Medium",50,12.5,36.8,64.1917045989015,40.62,"P3 - Medium","PASS",666
661,"PL-0082","SCA","Low",1,1621.53,2.01,15.66,"Intermediate","Medium",25,6.25,15.66,64.6321436827882,22.88,"P4 - Low","PASS",906
662,"PL-0062","DAST","High",3,1624.88,4.56,78.71,"Intermediate","Small",75,18.75,78.71,64.765670463876,63.65,"P2 - High","WAIT / PRIORITIZE",275
663,"PL-0101","Container","Medium",4,1625.96,4.74,65.5,"Intermediate","Medium",50,25,65.5,64.8087179037491,50.36,"P3 - Medium","PASS WITH MONITORING",404
664,"PL-0099","DAST","Medium",6,1627.83,6.69,52.33,"Junior","Small",50,37.5,52.33,64.8832537487146,49.57,"P3 - Medium","PASS WITH MONITORING",423
665,"PL-0298","IaC","High",9,1631.84,4.47,74.62,"Junior","Small",75,56.25,74.62,65.0430872986137,70.16,"P2 - High","WAIT / PRIORITIZE",156
666,"PL-0056","IaC","Low",3,1632.13,3.71,20.14,"Intermediate","Small",25,18.75,20.14,65.0546463333944,26.54,"P4 - Low","PASS",820
667,"PL-0153","IaC","Medium",4,1637.62,3.75,49.02,"Intermediate","Medium",50,25,49.02,65.273470819416,46.28,"P3 - Medium","PASS WITH MONITORING",507
668,"PL-0167","Container","Medium",6,1638.12,4.66,62.49,"Junior","Medium",50,37.5,62.49,65.2934001897276,52.15,"P3 - Medium","PASS WITH MONITORING",381
669,"PL-0014","IaC","High",7,1638.83,5.03,78.25,"Senior","Small",75,43.75,78.25,65.3216998955701,68.59,"P2 - High","WAIT / PRIORITIZE",186
670,"PL-0061","IaC","Low",3,1640.98,4.22,19.72,"Senior","Small",25,18.75,19.72,65.4073961879101,26.47,"P4 - Low","PASS",822
671,"PL-0074","IaC","High",13,1641.42,4.96,87.11,"Intermediate","Medium",75,81.25,87.11,65.4249340337843,78.32,"P2 - High","WAIT / PRIORITIZE",106
672,"PL-0074","Container","Low",1,1641.62,4.82,21.58,"Junior","Large",25,6.25,21.58,65.4329057819089,24.44,"P4 - Low","PASS",868
673,"PL-0169","SAST","High",5,1644.91,4.89,99.2,"Junior","Small",75,31.25,99.2,65.5640410385594,71.36,"P2 - High","WAIT / PRIORITIZE",138
674,"PL-0167","SAST","Medium",6,1645.17,4.98,65.24,"Senior","Medium",50,37.5,65.24,65.5744043111214,52.87,"P3 - Medium","PASS WITH MONITORING",370
675,"PL-0070","SCA","High",4,1645.61,0.9,79.9,"Intermediate","Small",75,25,79.9,65.5919421569956,65.28,"P2 - High","WAIT / PRIORITIZE",246
676,"PL-0264","SAST","High",11,1646.27,6.18,97.87,"Junior","Medium",75,68.75,97.87,65.6182489258069,78.53,"P2 - High","WAIT / PRIORITIZE",104
677,"PL-0159","IaC","Low",4,1652.06,4.04,17.3,"Intermediate","Medium",25,25,17.3,65.8490310340155,27.16,"P4 - Low","PASS",812
678,"PL-0090","DAST","Critical",12,1658.52,6.79,98.92,"Senior","Small",100,75,98.92,66.1065184984415,91.34,"P1 - Critical","BLOCK",13
679,"PL-0190","DAST","High",3,1664.21,5.3,82.48,"Senior","Small",75,18.75,82.48,66.3333147325877,64.75,"P2 - High","WAIT / PRIORITIZE",257
680,"PL-0280","SAST","Critical",4,1670.06,4.52,98.4,"Intermediate","Small",100,25,98.4,66.5664883652336,81.26,"P1 - Critical","BLOCK",92
681,"PL-0293","DAST","High",10,1678.04,8.51,93.78,"Junior","Small",75,62.5,93.78,66.884561115407,76.38,"P2 - High","WAIT / PRIORITIZE",114
682,"PL-0084","Container","Critical",9,1684.82,6.99,100,"Intermediate","Medium",100,56.25,100,67.1548033768325,87.97,"P1 - Critical","BLOCK",31
683,"PL-0011","IaC","Critical",6,1685.88,3.75,87.26,"Intermediate","Medium",100,37.5,87.26,67.1970536418931,81.03,"P1 - Critical","BLOCK",93
